#domain,#severity,#reject_media,#reject_reports,#public_comment,#obfuscate
birdsite.seejy.ninja,suspend,false,false,Twitter/X to Fediverse,false
birdsite.slashdev.space,suspend,false,false,Twitter/X to Fediverse,false
birdsite.spectreos.de,suspend,false,false,Twitter/X to Fediverse,false
birdsite.tableflip.zone,suspend,false,false,Twitter/X to Fediverse,false
birdsite.tcjc.uk,suspend,false,false,Twitter/X to Fediverse,false
birdsite.tedandrachel.com,suspend,false,false,Twitter/X to Fediverse,false
birdsite.thorlaksson.com,suspend,false,false,Twitter/X to Fediverse,false
birdsite.toot.si,suspend,false,false,Twitter/X to Fediverse,false
birdsite.vish.link,suspend,false,false,Twitter/X to Fediverse,false
birdsite.vrparty.social,suspend,false,false,Twitter/X to Fediverse,false
birdsite.weiranzhang.com,suspend,false,false,Twitter/X to Fediverse,false
birdsite.wilde.cloud,suspend,false,false,Twitter/X to Fediverse,false
bird.waffles.fun,suspend,false,false,Twitter/X to Fediverse,false
bird.xtra.nu,suspend,false,false,Twitter/X to Fediverse,false
bird.zerojay.com,suspend,false,false,Twitter/X to Fediverse,false
bird.zvo.io,suspend,false,false,Twitter/X to Fediverse,false
blue.worldkey.io,suspend,false,false,Twitter/X to Fediverse,false
bmu.beerinacan.com,suspend,false,false,Twitter/X to Fediverse,false
bot.gallion.sh,suspend,false,false,Twitter/X to Fediverse,false
bridgebot.b-wells.us,suspend,false,false,Twitter/X to Fediverse,false
bridge.yopp.me,suspend,false,false,Twitter/X to Fediverse,false
bsite.spiderden.net,suspend,false,false,Twitter/X to Fediverse,false
bsl.18m250.org,suspend,false,false,Twitter/X to Fediverse,false
bsl.adamstas.com,suspend,false,false,Twitter/X to Fediverse,false
bsl.allofti.me,suspend,false,false,Twitter/X to Fediverse,false
bsl.beerinacan.com,suspend,false,false,Twitter/X to Fediverse,false
bsl.compostintraining.club,suspend,false,false,Twitter/X to Fediverse,false
bsl.fedi.grh.am,suspend,false,false,Twitter/X to Fediverse,false
bsl.gronk.cc,suspend,false,false,Twitter/X to Fediverse,false
bsl.m-n.live,suspend,false,false,Twitter/X to Fediverse,false
bsl.pride-rock-labs.com,suspend,false,false,Twitter/X to Fediverse,false
bsl.shrdr.de,suspend,false,false,Twitter/X to Fediverse,false
bsl.sid500.com,suspend,false,false,Twitter/X to Fediverse,false
bsl.tuxz.one,suspend,false,false,Twitter/X to Fediverse,false
bsl.zogan.de,suspend,false,false,Twitter/X to Fediverse,false
cp2.jaxbeach.social,suspend,false,false,Twitter/X to Fediverse,false
cuicui.senpaga.net,suspend,false,false,Twitter/X to Fediverse,false
gateway.occm.cc,suspend,false,false,Twitter/X to Fediverse,false
instinctd.com,suspend,false,false,Twitter/X to Fediverse,false
leonardwong.dev,suspend,false,false,Twitter/X to Fediverse,false
mastodon.socialspill.com,suspend,false,false,Twitter/X to Fediverse,false
mast.socialspill.com,suspend,false,false,Twitter/X to Fediverse,false
news.twtr.plus,suspend,false,false,Twitter/X to Fediverse,false
optiplex.wallaby-bass.ts.net,suspend,false,false,Twitter/X to Fediverse,false
polaris.bonespr.it,suspend,false,false,Twitter/X to Fediverse,false
politbird.twexodus.top,suspend,false,false,Twitter/X to Fediverse,false
relay.scottsmall.org,suspend,false,false,Twitter/X to Fediverse,false
socialloods.nl,suspend,false,false,Twitter/X to Fediverse,false
sovran.social,suspend,false,false,Twitter/X to Fediverse,false
t2m.davinkevin.fr,suspend,false,false,Twitter/X to Fediverse,false
t.beergeek.social,suspend,false,false,Twitter/X to Fediverse,false
test.misskey.cf,suspend,false,false,Twitter/X to Fediverse,false
tinybirdsite.com,suspend,false,false,Twitter/X to Fediverse,false
t.l3r.me,suspend,false,false,Twitter/X to Fediverse,false
tweetbridge.kogasa.de,suspend,false,false,Twitter/X to Fediverse,false
tweetbridge.mollys.social,suspend,false,false,Twitter/X to Fediverse,false
tweetrans.ff15.eu,suspend,false,false,Twitter/X to Fediverse,false
tweets.icu,suspend,false,false,Twitter/X to Fediverse,false
twitbridge.click,suspend,false,false,Twitter/X to Fediverse,false
twit.cryolog.in,suspend,false,false,Twitter/X to Fediverse,false
twitter.829.hu,suspend,false,false,Twitter/X to Fediverse,false
twitterbridge.mastodon.maki0419.com,suspend,false,false,Twitter/X to Fediverse,false
twitter.cryobyte.net,suspend,false,false,Twitter/X to Fediverse,false
twitter.dev.holtwick.de,suspend,false,false,Twitter/X to Fediverse,false
twitter.doesnotexist.club,suspend,false,false,Twitter/X to Fediverse,false
twitterfeed.furrypaws.cc,suspend,false,false,Twitter/X to Fediverse,false
twitter.felixmueller.social,suspend,false,false,Twitter/X to Fediverse,false
twittergateway.10247.berlin,suspend,false,false,Twitter/X to Fediverse,false
twitter.grants.cafe,suspend,false,false,Twitter/X to Fediverse,false
twitter.kfem.cat,suspend,false,false,Twitter/X to Fediverse,false
twitter.moxr.de,suspend,false,false,Twitter/X to Fediverse,false
twitter.piriklub.eu,suspend,false,false,Twitter/X to Fediverse,false
twitter.savvas.cloud,suspend,false,false,Twitter/X to Fediverse,false
twitter.toot.as,suspend,false,false,Twitter/X to Fediverse,false
twitter.toots.ro,suspend,false,false,Twitter/X to Fediverse,false
twitter.tresor.eyhoff.de,suspend,false,false,Twitter/X to Fediverse,false
twitter.ukd.social,suspend,false,false,Twitter/X to Fediverse,false
twtr.3q3.de,suspend,false,false,Twitter/X to Fediverse,false
twtr.astra.lol,suspend,false,false,Twitter/X to Fediverse,false
twtrbridge.de,suspend,false,false,Twitter/X to Fediverse,false
twtr.ingeechat.party,suspend,false,false,Twitter/X to Fediverse,false
twtr.plus,suspend,false,false,Twitter/X to Fediverse,false
vtweet.live,suspend,false,false,Twitter/X to Fediverse,false
white.fly.dev,suspend,false,false,Twitter/X to Fediverse,false
woof.foxxo.gay,suspend,false,false,Twitter/X to Fediverse,false
zwezo.o-k-i.net,suspend,false,false,Twitter/X to Fediverse,false
boostwithmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
boostwithmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
careersatmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
curatedbymeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
curatedbymeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
dataforgoodatmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
dataforgoodatmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
dataforgoodfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
dataforgoodfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
diversityatmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
diversityatmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
expresswififrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
expresswififrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
facebookfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
horizonfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
horizonfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
instagramfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
instagramfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
jobsatmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
jobsatmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
layoutfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
layoutfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
messengerfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
messengerfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaboomerang.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaboostleadersnetwork.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaboostleadersnetwork.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaboostyourbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaboostyourbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metabulletin.us,suspend,false,false,We do not federate with Facebook/Meta,false
metaexpresswifi.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaf8.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaf8.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaf8conference.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaf8conference.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebook.name,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebook.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebook.us,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookcrisisresponse.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookcrisisresponse.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookdating.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookdating.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookdisasterresponse.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookdisasterresponse.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookentertainment.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookentertainment.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookfundraisers.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookfundraisers.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookgroups.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookgroups.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookinfluencers.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookinfluencers.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookinstantarticles.com,suspend,false,false,We do not federate with Facebook/Meta,false
linuxrocks.online,suspend,false,false,"Hateful content, extremist views, advocating for killing people",false
metafacebookinstantarticles.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooklite.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooklite.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooklive.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooklive.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooklocal.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooklocal.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookmarketplace.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookmarketplace.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookprivacy.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookprivacy.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooksports.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooksports.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookstickersz.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookstickersz.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooktownhall.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebooktownhall.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookwatch.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafacebookwatch.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafb.name,suspend,false,false,We do not federate with Facebook/Meta,false
metafbgroups.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafbgroups.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafbmarketplace.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafbmarketplace.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafbmarketplace.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metafbmarketplace.us,suspend,false,false,We do not federate with Facebook/Meta,false
metafightcovidmisinfo.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafightcovidmisinfo.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaforcreators.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaforcreators.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafordevelopers.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafordevelopers.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaforeducation.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaforeducation.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaforgovernment.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaforgovernment.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaforgpa.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaforgpa.net,suspend,false,false,We do not federate with Facebook/Meta,false
metafreebasics.com,suspend,false,false,We do not federate with Facebook/Meta,false
metafreebasics.net,suspend,false,false,We do not federate with Facebook/Meta,false
metagpa.com,suspend,false,false,We do not federate with Facebook/Meta,false
metagpa.net,suspend,false,false,We do not federate with Facebook/Meta,false
metagreatdaytovideo.com,suspend,false,false,We do not federate with Facebook/Meta,false
metagreatdaytovideo.net,suspend,false,false,We do not federate with Facebook/Meta,false
metahackforgood.com,suspend,false,false,We do not federate with Facebook/Meta,false
metahackforgood.net,suspend,false,false,We do not federate with Facebook/Meta,false
metahackthefuture.com,suspend,false,false,We do not federate with Facebook/Meta,false
metahackthefuture.net,suspend,false,false,We do not federate with Facebook/Meta,false
metahorizonvenues.com,suspend,false,false,We do not federate with Facebook/Meta,false
metahorizonvenues.net,suspend,false,false,We do not federate with Facebook/Meta,false
metahorizonworkrooms.com,suspend,false,false,We do not federate with Facebook/Meta,false
metahorizonworkrooms.net,suspend,false,false,We do not federate with Facebook/Meta,false
metahorizonworlds.com,suspend,false,false,We do not federate with Facebook/Meta,false
metahorizonworlds.net,suspend,false,false,We do not federate with Facebook/Meta,false
metahouseofinstagram.com,suspend,false,false,We do not federate with Facebook/Meta,false
metahouseofinstagram.net,suspend,false,false,We do not federate with Facebook/Meta,false
metahyperlapse.com,suspend,false,false,We do not federate with Facebook/Meta,false
metahyperlapse.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaigboomerang.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaigboomerang.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaigforcreators.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaigforcreators.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaigreels.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaigreels.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaigtv.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaigtv.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagram.name,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagram.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramboomerang.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramboomerang.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagrameng.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagrameng.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramforbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramforbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramforcreators.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramforcreators.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramhyperlapse.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramhyperlapse.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramlayout.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramlayout.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramreels.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramreels.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramthreads.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstagramthreads.net,suspend,false,false,We do not federate with Facebook/Meta,false
metainstantarticles.com,suspend,false,false,We do not federate with Facebook/Meta,false
metainstantarticles.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaiqhackthefuture.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaiqhackthefuture.net,suspend,false,false,We do not federate with Facebook/Meta,false
metajournalismaccelerator.com,suspend,false,false,We do not federate with Facebook/Meta,false
sealion.club,suspend,false,false,"",false
metajournalismaccelerator.net,suspend,false,false,We do not federate with Facebook/Meta,false
metajournalismproject.com,suspend,false,false,We do not federate with Facebook/Meta,false
metajournalismproject.net,suspend,false,false,We do not federate with Facebook/Meta,false
metalightweightinterfaces.com,suspend,false,false,We do not federate with Facebook/Meta,false
metalightweightinterfaces.net,suspend,false,false,We do not federate with Facebook/Meta,false
metamarketingpartner.com,suspend,false,false,We do not federate with Facebook/Meta,false
metamarketingpartner.net,suspend,false,false,We do not federate with Facebook/Meta,false
metamarketplace.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metamessenger.com.sg,suspend,false,false,We do not federate with Facebook/Meta,false
metamessenger.name,suspend,false,false,We do not federate with Facebook/Meta,false
metamessenger.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerbrand.com,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerbrand.net,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerforbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerforbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerkids.com,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerkids.net,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerlite.com,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerlite.net,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerrooms.com,suspend,false,false,We do not federate with Facebook/Meta,false
metamessengerrooms.net,suspend,false,false,We do not federate with Facebook/Meta,false
metanewproductexperimentation.com,suspend,false,false,We do not federate with Facebook/Meta,false
metanewproductexperimentation.net,suspend,false,false,We do not federate with Facebook/Meta,false
metanewsroom.net,suspend,false,false,We do not federate with Facebook/Meta,false
metanovi.name,suspend,false,false,We do not federate with Facebook/Meta,false
metanovi.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metanovibrand.com,suspend,false,false,We do not federate with Facebook/Meta,false
metanovibrand.net,suspend,false,false,We do not federate with Facebook/Meta,false
metanpe.com,suspend,false,false,We do not federate with Facebook/Meta,false
metanpe.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusdevelopers.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusdevelopers.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusforbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusforbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusquest.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusquest.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusstudios.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusstudios.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusvenues.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaoculusvenues.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaopenarts.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaopenarts.net,suspend,false,false,We do not federate with Facebook/Meta,false
yuriposter.club,suspend,false,false,"",false
metapixelads.com,suspend,false,false,We do not federate with Facebook/Meta,false
metapixelads.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaportal.name,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalbrand.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalbrand.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalforbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalforbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalgo.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalgo.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalmini.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalmini.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalplus.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaportalplus.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaportaltv.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaportaltv.net,suspend,false,false,We do not federate with Facebook/Meta,false
metapytorch.com,suspend,false,false,We do not federate with Facebook/Meta,false
metapytorch.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestdevelopers.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestdevelopers.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestforbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestforbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaqueststorystudios.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaqueststorystudios.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaqueststudios.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaqueststudios.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestvenues.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestvenues.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestvrforgood.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaquestvrforgood.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaquill.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaquill.net,suspend,false,false,We do not federate with Facebook/Meta,false
metarightsmanager.com,suspend,false,false,We do not federate with Facebook/Meta,false
metarightsmanager.net,suspend,false,false,We do not federate with Facebook/Meta,false
metarightstool.com,suspend,false,false,We do not federate with Facebook/Meta,false
metarightstool.net,suspend,false,false,We do not federate with Facebook/Meta,false
metasalespartners.com,suspend,false,false,We do not federate with Facebook/Meta,false
metasalespartners.net,suspend,false,false,We do not federate with Facebook/Meta,false
metasocialgood.com,suspend,false,false,We do not federate with Facebook/Meta,false
metasocialgood.net,suspend,false,false,We do not federate with Facebook/Meta,false
metasocialimpact.com,suspend,false,false,We do not federate with Facebook/Meta,false
metasocialimpact.net,suspend,false,false,We do not federate with Facebook/Meta,false
metasparkar.com,suspend,false,false,We do not federate with Facebook/Meta,false
metasparkar.net,suspend,false,false,We do not federate with Facebook/Meta,false
metasparkarstudio.com,suspend,false,false,We do not federate with Facebook/Meta,false
metasparkarstudio.net,suspend,false,false,We do not federate with Facebook/Meta,false
metatechprep.com,suspend,false,false,We do not federate with Facebook/Meta,false
metatechprep.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaterragraph.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaterragraph.net,suspend,false,false,We do not federate with Facebook/Meta,false
metatransparency.net,suspend,false,false,We do not federate with Facebook/Meta,false
metatransparencyreport.com,suspend,false,false,We do not federate with Facebook/Meta,false
metatransparencyreport.net,suspend,false,false,We do not federate with Facebook/Meta,false
metavrforgood.com,suspend,false,false,We do not federate with Facebook/Meta,false
metavrforgood.net,suspend,false,false,We do not federate with Facebook/Meta,false
metawhatsapp.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metawhatsappbusiness.com,suspend,false,false,We do not federate with Facebook/Meta,false
metawhatsappbusiness.net,suspend,false,false,We do not federate with Facebook/Meta,false
metawhatsapppayments.com,suspend,false,false,We do not federate with Facebook/Meta,false
metawhatsapppayments.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplace.name,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplace.tv,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplacebrand.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplacebrand.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplacechat.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplacechat.net,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplaceforgood.com,suspend,false,false,We do not federate with Facebook/Meta,false
metaworkplaceforgood.net,suspend,false,false,We do not federate with Facebook/Meta,false
metazerofrictionfuture.com,suspend,false,false,We do not federate with Facebook/Meta,false
metazerofrictionfuture.net,suspend,false,false,We do not federate with Facebook/Meta,false
newsatmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
newsatmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
novifrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
novifrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
portalfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
portalfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
pytorchfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
pytorchfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
questfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
questfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
socialimpactfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
socialimpactfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
whatsappfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
whatsappfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
womenatmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
womenatmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
workatmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
workatmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
workonmeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
workonmeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
workplacefrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
workplacefrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
workroomsfrommeta.com,suspend,false,false,We do not federate with Facebook/Meta,false
workroomsfrommeta.net,suspend,false,false,We do not federate with Facebook/Meta,false
threads.net,suspend,false,false,We do not federate with Facebook/Meta,false
threads.instagram.com,suspend,false,false,We do not federate with Facebook/Meta,false
0n.ee,suspend,false,false,Soapbox detected on 0.0n.ee at 2023-08-05 by soapblock.sh,false
12vpx.com,suspend,false,false,Soapbox detected on social.12vpx.com at 2023-08-05 by soapblock.sh,false
2k36.org,suspend,false,false,Soapbox detected on fed.2k36.org at 2023-08-05 by soapblock.sh,false
2snc.eu,suspend,false,false,Soapbox detected on rb.2snc.eu at 2023-08-05 by soapblock.sh,false
5evo.fan,suspend,false,false,Soapbox detected on 5evo.fan at 2023-08-11 by soapblock.sh,false
a3size.com,suspend,false,false,Soapbox detected on social.a3size.com at 2023-08-12 by soapblock.sh,false
abhishek-dhakal.com.np,suspend,false,false,Soapbox detected on soap.abhishek-dhakal.com.np at 2024-05-07 by soapblock.sh,false
abootible.com,suspend,false,false,Soapbox detected on abootible.com at 2024-03-28 by soapblock.sh,false
agates.io,suspend,false,false,Soapbox detected on activitypub.agates.io at 2023-08-05 by soapblock.sh,false
aguilera.soy,suspend,false,false,Soapbox detected on social.aguilera.soy at 2023-08-12 by soapblock.sh,false
aklp.club,suspend,false,false,Soapbox detected on aklp.club at 2024-03-28 by soapblock.sh,false
aldragon.net,suspend,false,false,Soapbox detected on hoots.aldragon.net at 2024-01-20 by soapblock.sh,false
allistodon.xyz,suspend,false,false,Soapbox detected on allistodon.xyz at 2023-08-05 by soapblock.sh,false
alongtheray.social,suspend,false,false,Soapbox detected on alongtheray.social at 2023-08-05 by soapblock.sh,false
animalliberation.social,suspend,false,false,Soapbox detected on animalliberation.social at 2023-08-05 by soapblock.sh,false
anticom.world,suspend,false,false,Soapbox detected on anticom.world at 2023-08-05 by soapblock.sh,false
antiserious.us,suspend,false,false,Soapbox detected on antiserious.us at 2023-08-13 by soapblock.sh,false
